source_id,person_id,source_url,source_type,source_title,date_accessed,fact_supported,source_extract_or_summary,source_quality
src-0094,acc-0157,https://za.linkedin.com/in/byron-adriaanse-acca-842545155,LinkedIn,,2026-09-21,Public source used for Byron Adriaanse (Red Badger).,Public source used for Byron Adriaanse (Red Badger).,PRIMARY
src-0095,acc-0158,https://za.linkedin.com/in/rynauw-adriaan-04607011a,LinkedIn,,2026-09-21,Public source used for Rynauw Adriaan (DigiOutsource).,Public source used for Rynauw Adriaan (DigiOutsource).,PRIMARY
src-0096,acc-0158,https://theorg.com/org/digital-outsource-services/org-chart/rynauw-adriaan,Other,,2026-09-21,Public source used for Rynauw Adriaan (DigiOutsource).,Public source used for Rynauw Adriaan (DigiOutsource).,MODERATE
src-0097,acc-0159,https://za.linkedin.com/in/caryn-jacobs-cfm-aga-sa-a9223383,LinkedIn,,2026-09-21,Public source used for Caryn Jacobs (Betway SA20).,Public source used for Caryn Jacobs (Betway SA20).,PRIMARY
src-0098,acc-0160,https://za.linkedin.com/in/craig-west-aga-sa-562a81a2,LinkedIn,,2026-09-21,Public source used for Craig West (WCB Property Development).,Public source used for Craig West (WCB Property Development).,PRIMARY
src-0099,acc-0160,https://contactout.com/company/WCB-Property-Development-44031,Other,,2026-09-21,Public source used for Craig West (WCB Property Development).,Public source used for Craig West (WCB Property Development).,MODERATE
src-0100,acc-0161,https://za.linkedin.com/in/ethan-september-acma-cgma-2363a0143,LinkedIn,,2026-09-21,Public source used for Ethan September (RFG Foods).,Public source used for Ethan September (RFG Foods).,PRIMARY
src-0101,acc-0161,https://getprospect.com/business-directory/rfg,Other,,2026-09-21,Public source used for Ethan September (RFG Foods).,Public source used for Ethan September (RFG Foods).,MODERATE
src-0102,acc-0162,https://za.linkedin.com/in/jabavu-nare-acma-cgma-52544850,LinkedIn,,2026-09-21,Public source used for Jabavu Nare (Pie in the Sky / Coimbra Bakery).,Public source used for Jabavu Nare (Pie in the Sky / Coimbra Bakery).,PRIMARY
src-0103,acc-0162,https://www.signalhire.com/profiles/jabavu-nare-acma%27s-email/169553171,Directory,,2026-09-21,Public source used for Jabavu Nare (Pie in the Sky / Coimbra Bakery).,Public source used for Jabavu Nare (Pie in the Sky / Coimbra Bakery).,MODERATE
src-0104,acc-0163,https://za.linkedin.com/in/bronwyn-von-maltitz-aga-sa-78b17910b,LinkedIn,,2026-09-21,Public source used for Bronwyn Von Maltitz (CrossBoundary Energy).,Public source used for Bronwyn Von Maltitz (CrossBoundary Energy).,PRIMARY
src-0105,acc-0163,https://crossboundary.com/our-team/,Other,,2026-09-21,Public source used for Bronwyn Von Maltitz (CrossBoundary Energy).,Public source used for Bronwyn Von Maltitz (CrossBoundary Energy).,MODERATE
src-0106,acc-0164,https://za.linkedin.com/in/joshua-hendricks-aga-sa-60790192,LinkedIn,,2026-09-21,Public source used for Joshua Hendricks (Anthem).,Public source used for Joshua Hendricks (Anthem).,PRIMARY
src-0107,acc-0165,https://za.linkedin.com/in/mimosa-mputa-aga-sa-50489a211,LinkedIn,,2026-09-21,Public source used for Mimosa Mputa (Mukuru).,Public source used for Mimosa Mputa (Mukuru).,PRIMARY
src-0108,acc-0165,https://www.signalhire.com/profiles/mimosa-aga/228824196,Directory,,2026-09-21,Public source used for Mimosa Mputa (Mukuru).,Public source used for Mimosa Mputa (Mukuru).,MODERATE
src-0109,acc-0166,https://za.linkedin.com/in/tim-horak-acma-cgma-54272ab0,LinkedIn,,2026-09-21,Public source used for Tim Horak (Parmalat South Africa / Africa).,Public source used for Tim Horak (Parmalat South Africa / Africa).,PRIMARY
src-0110,acc-0167,https://za.linkedin.com/in/an-ri-truter-roodt,LinkedIn,,2026-09-21,Public source used for An-ri Truter Roodt (CTBA Tax and Business Advisory).,Public source used for An-ri Truter Roodt (CTBA Tax and Business Advisory).,PRIMARY
src-0111,acc-0168,https://za.linkedin.com/in/denovan-coetzee-acma-cgma-652581197,LinkedIn,,2026-09-21,Public source used for Denovan Coetzee (Lactalis South Africa).,Public source used for Denovan Coetzee (Lactalis South Africa).,PRIMARY
src-0112,,https://za.linkedin.com/pub/dir/Robert/Sa/za-0-South-Africa,Directory,,2026-09-21,Public LinkedIn directory discovery source; individual profile URLs remain unresolved for associated research-hold leads.,Public LinkedIn directory discovery source; individual profile URLs remain unresolved for associated research-hold leads.,DISCOVERY
src-0113,acc-0171,https://www.signalhire.com/profiles/charnee-arendse%27s-email/169008261,Directory,,2026-09-21,Public source used for Charneé Arendse (Capitec).,Public source used for Charneé Arendse (Capitec).,MODERATE
src-0114,acc-0172,https://www.signalhire.com/profiles/christo-de-witt%27s-email/186599946,Directory,,2026-09-21,Public source used for Christo de Witt (Origin Financial Group of Companies).,Public source used for Christo de Witt (Origin Financial Group of Companies).,MODERATE
src-0115,acc-0173,https://www.signalhire.com/profiles/anathi-bawuti-aga%27s-email/187067615,Directory,,2026-09-21,Public source used for Anathi Kamkam (Old Mutual Investment Group).,Public source used for Anathi Kamkam (Old Mutual Investment Group).,MODERATE
src-0116,acc-0174,https://za.linkedin.com/in/tiisetso-matsobane-acma-cgma-54b16890,LinkedIn,,2026-09-21,Public source used for Tiisetso Matsobane (Libstar).,Public source used for Tiisetso Matsobane (Libstar).,PRIMARY
src-0117,acc-0175,https://za.linkedin.com/in/xolile-mkuhlana-acma-cgma-9306a334,LinkedIn,,2026-09-21,Public source used for Xolile Mkuhlana (SASSA).,Public source used for Xolile Mkuhlana (SASSA).,PRIMARY
src-0118,acc-0176,https://za.linkedin.com/in/tawanda-sigauke-acca-369a7060,LinkedIn,,2026-09-21,Public source used for Tawanda Sigauke (Red Rocket South Africa (Pty) Ltd).,Public source used for Tawanda Sigauke (Red Rocket South Africa (Pty) Ltd).,PRIMARY
src-0119,acc-0177,https://za.linkedin.com/in/hiten-taylor-acma-cgma-a3b3b2206,LinkedIn,,2026-09-21,Public source used for Hiten Taylor (Stellenbosch Vineyards).,Public source used for Hiten Taylor (Stellenbosch Vineyards).,PRIMARY
src-0120,acc-0178,https://za.linkedin.com/in/johanna-taylor-acma-cgma-b1219198,LinkedIn,,2026-09-21,Public source used for Johanna Taylor (TFG (The Foschini Group)).,Public source used for Johanna Taylor (TFG (The Foschini Group)).,PRIMARY
src-0121,acc-0179,https://za.linkedin.com/in/vimbai-benza-acma-cgma-880a8630,LinkedIn,,2026-09-21,Public source used for Vimbai Benza (Akacia Medical and Healthcare Group).,Public source used for Vimbai Benza (Akacia Medical and Healthcare Group).,PRIMARY
src-0122,acc-0180,https://za.linkedin.com/in/frikkie-venter-professional-accountant-sa-8891b510a,LinkedIn,,2026-09-21,Public source used for Frikkie Venter (Southern African Fruit Terminals).,Public source used for Frikkie Venter (Southern African Fruit Terminals).,PRIMARY
src-0123,acc-0181,https://za.linkedin.com/in/marco-bekker-aga-sa-mba-sbs-3230a8b,LinkedIn,,2026-09-21,Public source used for Marco Bekker (N1 Restaurant Suppliers).,Public source used for Marco Bekker (N1 Restaurant Suppliers).,PRIMARY
src-0124,acc-0182,https://za.linkedin.com/in/justin-williams-acma-cgma-06ab1a1a0,LinkedIn,,2026-09-21,Public source used for Justin Williams (Ares Holdings).,Public source used for Justin Williams (Ares Holdings).,PRIMARY
src-0125,acc-0183,https://za.linkedin.com/in/tracey-klopper-aga-sa-663471144,LinkedIn,,2026-09-21,Public source used for Tracey Klopper (JTC Group).,Public source used for Tracey Klopper (JTC Group).,PRIMARY
src-0126,acc-0184,https://za.linkedin.com/in/chantelle-fenwick-bb789493,LinkedIn,,2026-09-21,Public source used for Chantelle Fenwick (DigiOutsource).,Public source used for Chantelle Fenwick (DigiOutsource).,PRIMARY
src-0127,acc-0184,https://intch.org/p/21576874,Other,,2026-09-21,Public source used for Chantelle Fenwick (DigiOutsource).,Public source used for Chantelle Fenwick (DigiOutsource).,MODERATE
src-0128,acc-0185,https://za.linkedin.com/in/zine-gengana-professional-accountant-sa-319526a1,LinkedIn,,2026-09-21,Public source used for Zine Gengana (HIGHVERN).,Public source used for Zine Gengana (HIGHVERN).,PRIMARY
src-0129,acc-0186,https://za.linkedin.com/in/ruan-ferreira-aga-sa-37157a196,LinkedIn,,2026-09-21,Public source used for Ruan Ferreira (LiebenGroup).,Public source used for Ruan Ferreira (LiebenGroup).,PRIMARY
src-0130,acc-0187,https://za.linkedin.com/in/byron-fortuin-aga-sa-637905192,LinkedIn,,2026-09-21,Public source used for Byron Fortuin (Boschendal Farm).,Public source used for Byron Fortuin (Boschendal Farm).,PRIMARY
src-0131,acc-0188,https://za.linkedin.com/in/alicia-jamneck-aga-sa-73b03a128,LinkedIn,,2026-09-21,Public source used for Alicia Jamneck (Hero Holdings).,Public source used for Alicia Jamneck (Hero Holdings).,PRIMARY
src-0132,acc-0189,https://za.linkedin.com/in/charles-swart-aga-sa-6a2266280,LinkedIn,,2026-09-21,Public source used for Charles Swart (Phelan Green Group).,Public source used for Charles Swart (Phelan Green Group).,PRIMARY
src-0133,acc-0190,https://za.linkedin.com/in/danielle-o-brien-pa-sa-897227123,LinkedIn,,2026-09-21,Public source used for Danielle O'Brien (SS&C Technologies).,Public source used for Danielle O'Brien (SS&C Technologies).,PRIMARY
src-0134,acc-0191,https://za.linkedin.com/in/bulalipepeteka,LinkedIn,,2026-09-21,Public source used for Bulali Pepeteka (Klearium).,Public source used for Bulali Pepeteka (Klearium).,PRIMARY
src-0135,acc-0192,https://za.linkedin.com/in/zahn-mari-van-eeden-a10414127,LinkedIn,,2026-09-21,Public source used for Zahn-Mari van Eeden (KEE Property Investments).,Public source used for Zahn-Mari van Eeden (KEE Property Investments).,PRIMARY
src-0136,acc-0193,https://za.linkedin.com/in/anje-bothma-professional-accountant-sa-53b693168,LinkedIn,,2026-09-21,Public source used for Anje Bothma (Eezibooks Consulting).,Public source used for Anje Bothma (Eezibooks Consulting).,PRIMARY
src-0137,acc-0194,https://za.linkedin.com/in/willie-viljoen-aga-sa-475733218,LinkedIn,,2026-09-21,Public source used for Willie Viljoen (IJ Smith & Co Inc).,Public source used for Willie Viljoen (IJ Smith & Co Inc).,PRIMARY
src-0138,acc-0195,https://za.linkedin.com/in/martli-truter-pa-sa-4830352ab,LinkedIn,,2026-09-21,Public source used for Martli Truter (Mohr Foods).,Public source used for Martli Truter (Mohr Foods).,PRIMARY
src-0139,,https://za.linkedin.com/pub/dir,Directory,,2026-09-21,Public LinkedIn directory discovery source; individual profile URLs remain unresolved for associated research-hold leads.,Public LinkedIn directory discovery source; individual profile URLs remain unresolved for associated research-hold leads.,DISCOVERY
src-0140,acc-0205,https://za.linkedin.com/in/thokozani-motloung-64147923,LinkedIn,,2026-09-21,Public source used for Thokozani Motloung (Unitrans).,Public source used for Thokozani Motloung (Unitrans).,PRIMARY
src-0141,acc-0205,https://www.linkedin.com/posts/unitransgroup_people-of-unitrans-activity-7487809148966006785-PKfO,Other,,2026-09-21,Public source used for Thokozani Motloung (Unitrans).,Public source used for Thokozani Motloung (Unitrans).,MODERATE
src-0142,acc-0206,https://za.linkedin.com/in/ameena-davids-professional-accountant-sa-78735763,LinkedIn,,2026-09-21,Public source used for Ameena Davids (The SOLA Group).,Public source used for Ameena Davids (The SOLA Group).,PRIMARY
src-0143,acc-0207,https://za.linkedin.com/in/carlynn-jadecoetzee,LinkedIn,,2026-09-21,Public source used for Carlynn-Jade Coetzee (Ubuntu Quantum).,Public source used for Carlynn-Jade Coetzee (Ubuntu Quantum).,PRIMARY
src-0144,acc-0208,https://za.linkedin.com/in/eugene-olivier-21a42b276,LinkedIn,,2026-09-21,Public source used for Eugene Olivier (Icon Oncology).,Public source used for Eugene Olivier (Icon Oncology).,PRIMARY
src-0145,acc-0208,https://www.signalhire.com/companies/icon-oncology-south-africa/employees,Directory,,2026-09-21,Public source used for Eugene Olivier (Icon Oncology).,Public source used for Eugene Olivier (Icon Oncology).,MODERATE
src-0146,acc-0209,https://za.linkedin.com/in/charl-andre-arndt,LinkedIn,,2026-09-21,Public source used for Charl Andre Arndt (EMS Tax).,Public source used for Charl Andre Arndt (EMS Tax).,PRIMARY
src-0147,acc-0209,https://www.signalhire.com/companies/ems-solutions-sa/employees,Directory,,2026-09-21,Public source used for Charl Andre Arndt (EMS Tax).,Public source used for Charl Andre Arndt (EMS Tax).,MODERATE
src-0148,acc-0210,https://za.linkedin.com/in/wynandbez99,LinkedIn,,2026-09-21,Public source used for Wynand Bezuidenhout (SDK | CA Group).,Public source used for Wynand Bezuidenhout (SDK | CA Group).,PRIMARY
src-0149,acc-0211,https://za.linkedin.com/in/anthony-renda-030ab9151,LinkedIn,,2026-09-21,Public source used for Anthony Renda (North Star Guidance (Pty) Ltd).,Public source used for Anthony Renda (North Star Guidance (Pty) Ltd).,PRIMARY
src-0150,acc-0212,https://za.linkedin.com/in/franciscus-blignault,LinkedIn,,2026-09-21,Public source used for Franciscus Blignault (Cape Five Export SA).,Public source used for Franciscus Blignault (Cape Five Export SA).,PRIMARY
src-0151,acc-0213,https://za.linkedin.com/in/wicobasson,LinkedIn,,2026-09-21,Public source used for Wico Basson (FUL Foods).,Public source used for Wico Basson (FUL Foods).,PRIMARY
src-0152,acc-0214,https://za.linkedin.com/in/inga-venter-professional-accountant-sa-5aa62ba6,LinkedIn,,2026-09-21,Public source used for Inga Venter (FTTx And Energy Warehouse).,Public source used for Inga Venter (FTTx And Energy Warehouse).,PRIMARY
src-0153,acc-0215,https://za.linkedin.com/in/misheck-p-jena-pa-sa-47278a150,LinkedIn,,2026-09-21,Public source used for Misheck P Jena (Not publicly confirmed).,Public source used for Misheck P Jena (Not publicly confirmed).,PRIMARY
src-0154,acc-0216,https://za.linkedin.com/in/kristen-nel-professional-accountant-saipa-407058118,LinkedIn,,2026-09-21,Public source used for Kristen Nel (Fynbos Accounting).,Public source used for Kristen Nel (Fynbos Accounting).,PRIMARY
src-0155,acc-0217,https://za.linkedin.com/in/pabooyens,LinkedIn,,2026-09-21,Public source used for Pieter Booyens (Wilson Partners).,Public source used for Pieter Booyens (Wilson Partners).,PRIMARY
src-0156,acc-0218,https://za.linkedin.com/in/jochelle-oosthuizen-a408a59a,LinkedIn,,2026-09-21,Public source used for Jochelle Oosthuizen (LPH Chartered Accountants).,Public source used for Jochelle Oosthuizen (LPH Chartered Accountants).,PRIMARY
src-0157,acc-0219,https://za.linkedin.com/in/jo-anne-van-der-walt-0016b7128,LinkedIn,,2026-09-21,Public source used for Jo-Anne van der Walt (Wauko).,Public source used for Jo-Anne van der Walt (Wauko).,PRIMARY
src-0158,acc-0220,https://za.linkedin.com/in/francois-meyer-75919a261,LinkedIn,,2026-09-21,Public source used for Francois Meyer (The Tax Shop Stellenbosch).,Public source used for Francois Meyer (The Tax Shop Stellenbosch).,PRIMARY
src-0159,acc-0221,https://za.linkedin.com/in/zandilemtandeki,LinkedIn,,2026-09-21,Public source used for Zandile Mtandeki (RealFin Fund Services).,Public source used for Zandile Mtandeki (RealFin Fund Services).,PRIMARY
src-0160,acc-0222,https://za.linkedin.com/in/miguelpieterse,LinkedIn,,2026-09-21,Public source used for Miguel Pieterse (Infinity Power).,Public source used for Miguel Pieterse (Infinity Power).,PRIMARY
src-0161,acc-0223,https://za.linkedin.com/in/catherine-brennan-b2b6156a,LinkedIn,,2026-09-21,Public source used for Catherine Brennan (G7 Renewable Energies).,Public source used for Catherine Brennan (G7 Renewable Energies).,PRIMARY
src-0162,acc-0224,https://za.linkedin.com/in/melanie-jordaan-11b2a21a0,LinkedIn,,2026-09-21,Public source used for Melanie Jordaan (Macrel Petroleum / Cale group).,Public source used for Melanie Jordaan (Macrel Petroleum / Cale group).,PRIMARY
src-0163,acc-0225,https://za.linkedin.com/in/lara-odendaal-4053b21a4,LinkedIn,,2026-09-21,Public source used for Lara Odendaal (Creatori Health).,Public source used for Lara Odendaal (Creatori Health).,PRIMARY
src-0164,acc-0226,https://za.linkedin.com/in/sipumeze-tyali-professional-accountant-sa-saipa-295a14140,LinkedIn,,2026-09-21,Public source used for Sipumeze Tyali (DigiOutsource).,Public source used for Sipumeze Tyali (DigiOutsource).,PRIMARY
src-0165,acc-0227,https://za.linkedin.com/in/harrydurrell,LinkedIn,,2026-09-21,Public source used for Harry Durrell (Herold Gie Attorneys).,Public source used for Harry Durrell (Herold Gie Attorneys).,PRIMARY
src-0166,acc-0228,https://za.linkedin.com/in/maricia-botha-aga-sa-4209a415,LinkedIn,,2026-09-21,Public source used for Maricia Botha (A van der Lingen Group).,Public source used for Maricia Botha (A van der Lingen Group).,PRIMARY
src-0167,acc-0229,https://za.linkedin.com/in/nothando-muziki-aga-sa-b85538153,LinkedIn,,2026-09-21,Public source used for Nothando Muziki (Integral Accountants).,Public source used for Nothando Muziki (Integral Accountants).,PRIMARY
src-0168,acc-0230,https://za.linkedin.com/in/ridwana-parker-aga-sa,LinkedIn,,2026-09-21,Public source used for Ridwana Parker (Raft Consulting).,Public source used for Ridwana Parker (Raft Consulting).,PRIMARY
src-0169,acc-0231,https://za.linkedin.com/in/supremeaccountant,LinkedIn,,2026-09-21,Public source used for Maurice Trichardt (Panorama Consulting).,Public source used for Maurice Trichardt (Panorama Consulting).,PRIMARY
src-0170,acc-0232,https://za.linkedin.com/in/deondejongh,LinkedIn,,2026-09-21,Public source used for Deon de Jongh (Luno).,Public source used for Deon de Jongh (Luno).,PRIMARY
src-0171,acc-0233,https://za.linkedin.com/in/petrus-frick-223543262,LinkedIn,,2026-09-21,Public source used for Petrus Frick (Frick & Co Advisory).,Public source used for Petrus Frick (Frick & Co Advisory).,PRIMARY
src-0172,acc-0234,https://za.linkedin.com/in/andr%C3%A9-olivier-aga-sa-b5a573131,LinkedIn,,2026-09-21,Public source used for André Olivier (Lekkewaan).,Public source used for André Olivier (Lekkewaan).,PRIMARY
src-0173,acc-0235,https://za.linkedin.com/in/brendan-venter-aga-sa-7864827a,LinkedIn,,2026-09-21,Public source used for Brendan Venter (EVOLABS).,Public source used for Brendan Venter (EVOLABS).,PRIMARY
src-0174,acc-0236,https://za.linkedin.com/in/sonja-van-zyl-saica-associate-general-accountant-96a9362a,LinkedIn,,2026-09-21,Public source used for Sonja Van Zyl (Acredo Accounting).,Public source used for Sonja Van Zyl (Acredo Accounting).,PRIMARY
src-0175,acc-0237,https://za.linkedin.com/in/lavinia-louw-aga-sa-9a2a2915b,LinkedIn,,2026-09-21,Public source used for Lavinia Louw (Standish Management).,Public source used for Lavinia Louw (Standish Management).,PRIMARY
src-0176,acc-0238,https://za.linkedin.com/in/fanie-schoeman-aga-sa-758938a2,LinkedIn,,2026-09-21,Public source used for Fanie Schoeman (Houst).,Public source used for Fanie Schoeman (Houst).,PRIMARY
src-0177,acc-0239,https://za.linkedin.com/in/ian-strydom,LinkedIn,,2026-09-21,Public source used for Ian Strydom (IW Tax Advisory).,Public source used for Ian Strydom (IW Tax Advisory).,PRIMARY
src-0178,acc-0240,https://za.linkedin.com/in/hein-burger-aga-sa-b56163135,LinkedIn,,2026-09-21,Public source used for Hein Burger (Public sector / Western Cape context).,Public source used for Hein Burger (Public sector / Western Cape context).,PRIMARY
src-0179,acc-0241,https://za.linkedin.com/in/ashleigh-waite-aga-sa-bb1b8a169,LinkedIn,,2026-09-21,Public source used for Ashleigh Waite (JTC Group).,Public source used for Ashleigh Waite (JTC Group).,PRIMARY
src-0180,acc-0242,https://za.linkedin.com/in/malvin-lancelot-makanda-aga-sa-69517716a,LinkedIn,,2026-09-21,Public source used for Malvin Lancelot Makanda (Cecil Kilpin & Co).,Public source used for Malvin Lancelot Makanda (Cecil Kilpin & Co).,PRIMARY
src-0181,acc-0243,https://za.linkedin.com/in/monique-van-niekerk-aga-sa-497898125,LinkedIn,,2026-09-21,Public source used for Monique van Niekerk (Creative CFO).,Public source used for Monique van Niekerk (Creative CFO).,PRIMARY
src-0182,acc-0244,https://za.linkedin.com/in/ashton-pillay-aga-sa-aa777332,LinkedIn,,2026-09-21,Public source used for Ashton Pillay (Integrity360 South Africa).,Public source used for Ashton Pillay (Integrity360 South Africa).,PRIMARY
src-0183,acc-0245,https://za.linkedin.com/in/matthew-kiln-a19746253,LinkedIn,,2026-09-21,Public source used for Matthew Kiln (Tripco).,Public source used for Matthew Kiln (Tripco).,PRIMARY
src-0184,acc-0246,https://za.linkedin.com/in/jaques-davids-acma-cgma-a4179b129,LinkedIn,,2026-09-21,Public source used for Jaques Davids (Stellenbosch University).,Public source used for Jaques Davids (Stellenbosch University).,PRIMARY
src-0185,acc-0247,https://za.linkedin.com/in/vhugala-nelwamondo-acma-cgma-2b2bb7ba,LinkedIn,,2026-09-21,Public source used for Vhugala Nelwamondo (Auditor-General of South Africa).,Public source used for Vhugala Nelwamondo (Auditor-General of South Africa).,PRIMARY
src-0186,acc-0248,https://za.linkedin.com/in/stuart-izatt-cgma-acma-47535815,LinkedIn,,2026-09-21,Public source used for Stuart Izatt (Commercial Cold Holdings).,Public source used for Stuart Izatt (Commercial Cold Holdings).,PRIMARY
src-0187,acc-0249,https://za.linkedin.com/in/ntsikelelo,LinkedIn,,2026-09-21,Public source used for Ntsikelelo Maduneni (takealot.com).,Public source used for Ntsikelelo Maduneni (takealot.com).,PRIMARY
src-0188,acc-0250,https://za.linkedin.com/in/christelvangreunen,LinkedIn,,2026-09-21,Public source used for Christel van Greunen (fibertime).,Public source used for Christel van Greunen (fibertime).,PRIMARY
src-0189,acc-0251,https://za.linkedin.com/in/jaco-botha-cgma,LinkedIn,,2026-09-21,Public source used for Jaco Botha (Ares Holdings).,Public source used for Jaco Botha (Ares Holdings).,PRIMARY
src-0190,acc-0252,https://za.linkedin.com/in/sean-meredith-acma-cgma-029ab46,LinkedIn,,2026-09-21,Public source used for Sean Meredith (City of Cape Town).,Public source used for Sean Meredith (City of Cape Town).,PRIMARY
src-0191,acc-0253,https://za.linkedin.com/in/willem-kasselman,LinkedIn,,2026-09-21,Public source used for Willem Kasselman (Biosylx).,Public source used for Willem Kasselman (Biosylx).,PRIMARY
src-0192,acc-0254,https://za.linkedin.com/in/cornelius-hanekom,LinkedIn,,2026-09-21,Public source used for Cornelius Hanekom (amplify5).,Public source used for Cornelius Hanekom (amplify5).,PRIMARY
src-0193,acc-0255,https://za.linkedin.com/in/marzanne-de-wet-acma-cgma-50b83531,LinkedIn,,2026-09-21,Public source used for Marzanne de Wet (Rainmaker Media).,Public source used for Marzanne de Wet (Rainmaker Media).,PRIMARY
src-0194,acc-0256,https://za.linkedin.com/in/moses-manyeruke-acma-cgma-ab216521,LinkedIn,,2026-09-21,Public source used for Moses Manyeruke (Enernet Global).,Public source used for Moses Manyeruke (Enernet Global).,PRIMARY
src-0195,acc-0257,https://za.linkedin.com/in/corm%C3%A9-de-bruyn-acma-cgma-6b98a015b,LinkedIn,,2026-09-21,Public source used for Cormé de Bruyn (Trueprop).,Public source used for Cormé de Bruyn (Trueprop).,PRIMARY
src-0196,acc-0258,https://za.linkedin.com/in/lerato-hillman-acca-4b482663,LinkedIn,,2026-09-21,Public source used for Lerato Hillman (Not publicly confirmed).,Public source used for Lerato Hillman (Not publicly confirmed).,PRIMARY
src-0197,acc-0259,https://za.linkedin.com/in/christopher-stanley-fcca,LinkedIn,,2026-09-21,Public source used for Christopher Stanley (AIML Score).,Public source used for Christopher Stanley (AIML Score).,PRIMARY
src-0198,acc-0260,https://za.linkedin.com/in/rosspennell,LinkedIn,,2026-09-21,Public source used for Ross Pennell (Advent Wealth).,Public source used for Ross Pennell (Advent Wealth).,PRIMARY
src-0199,acc-0261,https://za.linkedin.com/in/rayhaan-osman-172a07101,LinkedIn,,2026-09-21,Public source used for Rayhaan Osman (Old Mutual Wealth).,Public source used for Rayhaan Osman (Old Mutual Wealth).,PRIMARY
src-0200,acc-0262,https://za.linkedin.com/in/sampras-noel-kaweesi-msci-fcca-a13a6b35,LinkedIn,,2026-09-21,Public source used for Sampras Noel Kaweesi (Sexual & Reproductive Justice Coalition).,Public source used for Sampras Noel Kaweesi (Sexual & Reproductive Justice Coalition).,PRIMARY
src-0201,acc-0263,https://za.linkedin.com/in/mulalo-peaceman-mashamba-acca-17015142,LinkedIn,,2026-09-21,Public source used for Mulalo Peaceman Mashamba (Infra Impact Investment Managers).,Public source used for Mulalo Peaceman Mashamba (Infra Impact Investment Managers).,PRIMARY
src-0202,acc-0264,https://za.linkedin.com/in/tharien-rambalie-a46a7666,LinkedIn,,2026-09-21,Public source used for Tharien Rambalie (Xcede Group).,Public source used for Tharien Rambalie (Xcede Group).,PRIMARY
src-0203,acc-0265,https://za.linkedin.com/in/firdows-du-toit-472882150,LinkedIn,,2026-09-21,Public source used for Firdows Du Toit (MRI Software (recent/current profile employer)).,Public source used for Firdows Du Toit (MRI Software (recent/current profile employer)).,PRIMARY
src-0204,acc-0266,https://www.signalhire.com/profiles/jaco-pieters/236157751,Directory,,2026-09-21,Public source used for Jaco Pieters (Footgear).,Public source used for Jaco Pieters (Footgear).,MODERATE
src-0205,acc-0267,https://za.linkedin.com/in/anika-nel-20b364134,LinkedIn,,2026-09-21,Public source used for Anika Nel (Kallos Global).,Public source used for Anika Nel (Kallos Global).,PRIMARY
src-0206,acc-0268,https://za.linkedin.com/in/craig-samuel-070500a3,LinkedIn,,2026-09-21,Public source used for Craig Samuel.,Public source used for Craig Samuel.,PRIMARY
src-0207,acc-0269,https://za.linkedin.com/in/christo-botha-5877666a,LinkedIn,,2026-09-21,Public source used for Christo Botha.,Public source used for Christo Botha.,PRIMARY
src-0208,acc-0270,https://za.linkedin.com/in/lyle-haas-439118136,LinkedIn,,2026-09-21,Public source used for Lyle Haas.,Public source used for Lyle Haas.,PRIMARY
src-0209,acc-0271,https://za.linkedin.com/in/ben-van-der-linde,LinkedIn,,2026-09-21,Public source used for Ben Van Der Linde.,Public source used for Ben Van Der Linde.,PRIMARY
src-0210,acc-0272,https://za.linkedin.com/in/lerenzo-greeff-pa-sa-339064146,LinkedIn,,2026-09-21,Public source used for Lerenzo Greeff (African Unity Life).,Public source used for Lerenzo Greeff (African Unity Life).,PRIMARY
src-0211,acc-0273,https://za.linkedin.com/in/wallace-disi-74a3921a,LinkedIn,,2026-09-21,Public source used for Wallace Disi.,Public source used for Wallace Disi.,PRIMARY
src-0212,acc-0274,https://za.linkedin.com/in/anntoinique-holtzhauzen-b1830052,LinkedIn,,2026-09-21,Public source used for Anntoinique Holtzhauzen.,Public source used for Anntoinique Holtzhauzen.,PRIMARY
src-0213,acc-0275,https://za.linkedin.com/in/siseko-mapongwana-192818145,LinkedIn,,2026-09-21,Public source used for Siseko Mapongwana (G4S).,Public source used for Siseko Mapongwana (G4S).,PRIMARY
src-0214,acc-0276,https://za.linkedin.com/in/brandon-manuel-a7261919,LinkedIn,,2026-09-21,Public source used for Brandon Manuel (MUA Insurance).,Public source used for Brandon Manuel (MUA Insurance).,PRIMARY
src-0215,acc-0277,https://za.linkedin.com/in/alrich-coetzee,LinkedIn,,2026-09-21,"Public source used for Alrich Coetzee ACMA, CGMA.","Public source used for Alrich Coetzee ACMA, CGMA.",PRIMARY
src-0216,acc-0278,https://za.linkedin.com/in/taryn-hamid-professional-accountant-s-a-616a5751,LinkedIn,,2026-09-21,Public source used for Taryn Hamid (Bateleur Capital).,Public source used for Taryn Hamid (Bateleur Capital).,PRIMARY
src-0217,acc-0279,https://za.linkedin.com/in/bruce-canham-acma-cgma-0a218a220,LinkedIn,,2026-09-21,"Public source used for Bruce Canham ACMA, CGMA.","Public source used for Bruce Canham ACMA, CGMA.",PRIMARY
src-0218,acc-0280,https://za.linkedin.com/in/servaas-hofmeyr-021b071b,LinkedIn,,2026-09-21,"Public source used for Servaas Hofmeyr ACMA, CGMA, MBA (Cape Mohair).","Public source used for Servaas Hofmeyr ACMA, CGMA, MBA (Cape Mohair).",PRIMARY
