Event_ID,Official_Event_Name,Alternative_Event_Names,Edition,Year,Start_Date,End_Date,City,Province,Venue,Online_Hybrid_Physical,Host,Organisers,Sponsors,Industry_or_Theme,Estimated_Participant_Count,Verified_Participant_Count,Number_of_Finalists,Number_of_Winners,Official_Website,Results_URL,Participant_List_URL,Archive_URL,Other_Sources,Completeness_Status,Research_Notes,Date_Verified
E044,#SS19Hack,Unknown,2019,2019,Unknown,Unknown,Johannesburg,Gauteng,Unknown,Physical,ITWeb Security Summit (series),Unknown,"Micro Focus, MTN, Snode, Tshimologong Digital Precinct (trophy)",IoT security / CTF,50 developers,Unknown,3 + CTF,Unknown,Unknown,https://www.itweb.co.za/content/Pero37ZgwLBMQb6m,Unknown,Unknown,https://www.itweb.co.za/content/Pero37ZgwLBMQb6m,C,"CONFIRMED: #SS19Hack is an edition of the ITWeb Security Summit Hackathon series (Geekulcha co-run; chairperson Tiyani Nghonyama) — series spans at least 2019, 2022, 2023, 2024, 2025 (incl. Northern Cape edition), 2026. IoT security theme; Kimberley-based 2nd-place team.",2026-08-26
E045,Absa Design Hackathon,Unknown,2021,2021,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Absa,Unknown,Unknown,Design,Unknown,Unknown,Unknown,2 named teams,Unknown,https://www.absa.co.za/offers/2021-absa-design-hackathon/,Unknown,Unknown,https://www.absa.co.za/offers/2021-absa-design-hackathon/,B,,2026-08-26
E046,Absa Technology Hackathon,Unknown,2024 (2nd annual),2024,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Absa,Unknown,Unknown,Banking technology,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.absa.africa/media-statements/2024/absa-hosts-hackathon-to-ignite-innovation-and-engagement-in-the-absa-technology-community/,Unknown,Unknown,https://www.absa.africa/media-statements/2024/absa-hosts-hackathon-to-ignite-innovation-and-engagement-in-the-absa-technology-community/,D,Internal multi-country employee hackathon; SA-based winning teams named as teams only.,2026-08-26
E047,Absa Technology Hackathon,Unknown,2025 (3rd annual),2025,2025-10 (24 hours),Unknown,Unknown,Unknown,Unknown,Unknown,Absa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://africabusiness.com/2025/10/30/absa-teams-build-real-world-banking-solutions-in-24-hours-at-2025-technology-hackathon/,Unknown,Unknown,https://africabusiness.com/2025/10/30/absa-teams-build-real-world-banking-solutions-in-24-hours-at-2025-technology-hackathon/,D,SA winners (Mighty Pythons; Hustle Hub) named as teams only.,2026-08-26
E048,Absa Technology Hackathon,Unknown,2023 (1st annual — inferred),2023,Unknown,Unknown,Unknown,Unknown,Unknown,Physical,Absa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.absa.africa/media-statements/2024/absa-hosts-hackathon-to-ignite-innovation-and-engagement-in-the-absa-technology-community/,Unknown,Unknown,https://www.absa.africa/media-statements/2024/absa-hosts-hackathon-to-ignite-innovation-and-engagement-in-the-absa-technology-community/,E,Existence inferred from 'second annual' phrasing in 2024 statement.,2026-08-26
E049,Vodacom Group Annual Hack-alympics,Unknown,2024,2024,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Vodacom Group,Unknown,Unknown,Internal innovation across African markets,Unknown,Unknown,Unknown,Unknown,Unknown,https://techreviewafrica.com/news/1281/vodacom-group-ceo-encourages-innovation-at-annual-hack-alympics,Unknown,Unknown,https://techreviewafrica.com/news/1281/vodacom-group-ceo-encourages-innovation-at-annual-hack-alympics,E,Internal hackathon incl. South African participants; winners per market not publicly named in located coverage.,2026-08-26
E050,Wits Minecraft Education Edition Challenge,Unknown,2018,2018,Unknown,Unknown,Johannesburg,Gauteng,Unknown,Physical,Wits University,Unknown,"Microsoft, Acer, Masterskill",Game-based build challenge,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.wits.ac.za/future/stories/,Unknown,Unknown,https://www.wits.ac.za/future/stories/,C,Build/design challenge (game jam-adjacent scope); sponsors' staff attended prize-giving.,2026-08-26
E051,Wits supercomputing student competition awards,Unknown,2018,2018,Unknown,Unknown,Johannesburg,Gauteng,Unknown,Physical,Wits University,Unknown,Unknown,High-performance computing,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.wits.ac.za/future/stories/,Unknown,Unknown,https://www.wits.ac.za/future/stories/,D,"Team awards ('most innovative', 'best teamwork') captured from Wits stories page; competition name/context not fully stated on page — verify before treating as cluster competition.",2026-08-26
E052,MICT SETA National Skills Challenge Hackathon — KZN Regionals,Unknown,2026,2026,2026-03-22,2026-03-23,Durban,KwaZulu-Natal,MKRI offices,Physical,MICT SETA,Unknown,Unknown,Digital skills,Unknown,Unknown,3,3 named teams,Unknown,https://themercury.co.za/ios/news/2026-04-09-dut-students-excel-at-mict-seta-hackathon-showcasing-innovation-prowess/,Unknown,Unknown,https://themercury.co.za/ios/news/2026-04-09-dut-students-excel-at-mict-seta-hackathon-showcasing-innovation-prowess/,A,,2026-08-26
E053,MICT SETA National Skills Challenge Hackathon — Eastern Cape leg,Unknown,2026,2026,2026-03 (two days),Unknown,Gqeberha,Eastern Cape,Unknown,Physical,MICT SETA,Unknown,Unknown,Digital skills,Unknown,Unknown,Unknown,1 named team,Unknown,https://news.mandela.ac.za/News/Mandela-University-students-win-Eastern-Cape-leg-o,Unknown,Unknown,https://news.mandela.ac.za/News/Mandela-University-students-win-Eastern-Cape-leg-o,B,Universities and TVET colleges across province participated.,2026-08-26
E054,MICT SETA National Skills Challenge Hackathon — National Finals,Unknown,2026,2026,2026-03-30,2026-03-31,Johannesburg,Gauteng,Unknown,Physical,MICT SETA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://themercury.co.za/ios/news/2026-04-09-dut-students-excel-at-mict-seta-hackathon-showcasing-innovation-prowess/ ; https://news.mandela.ac.za/News/Mandela-University-students-win-Eastern-Cape-leg-o,Unknown,Unknown,https://themercury.co.za/ios/news/2026-04-09-dut-students-excel-at-mict-seta-hackathon-showcasing-innovation-prowess/ ; https://news.mandela.ac.za/News/Mandela-University-students-win-Eastern-Cape-leg-o,E,Finals confirmed by two sources; national winners not located this pass.,2026-08-26
E055,Beat the Banker Hackathon (UFS),Unknown,2026,2026,2026-05-23,2026-05-24,Bloemfontein,Free State,Unknown,Physical,UFS IT Student Association (ITSA),Unknown,Standard Bank; BBD Software,Fintech,Unknown,Unknown,Unknown,3 named teams + special prize,Unknown,https://www.ufs.ac.za/templates/news-archive-item/campus-news/2026/june/ufs-students-tackle-real-world-banking-challenges-at-beat-the-banker-hackathon,Unknown,Unknown,https://www.ufs.ac.za/templates/news-archive-item/campus-news/2026/june/ufs-students-tackle-real-world-banking-challenges-at-beat-the-banker-hackathon,A,"Beat the Banker Hackathon — 23-24 May 2026, 36 hours, hosted by UFS IT Student Association (ITSA) with Standard Bank and BBD Software; four banking challenge areas; solo participant Sizwe Nkuna received a special additional prize from the judging panel.",2026-08-26
E056,Telkom 10X Hackathon — Free State leg,Unknown,2025,2025,2025-09-07,Unknown,Botshabelo,Free State,Botshabelo Digital Hub,Physical,Telkom (10X),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1 named team,Unknown,https://www.bloemfonteincourant.co.za/cut-students-take-first-place-at-hackathon/,Unknown,Unknown,https://www.bloemfonteincourant.co.za/cut-students-take-first-place-at-hackathon/,B,FS leg held 7 September 2025 at Botshabelo Digital Hub (CUT official); winners advanced to national finals in Johannesburg (results not located).,2026-08-26
E057,Telkom 10X Hackathon — National Finals,Unknown,2025/2026,2025,Unknown,Unknown,Johannesburg,Gauteng,Unknown,Physical,Telkom,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.bloemfonteincourant.co.za/cut-students-take-first-place-at-hackathon/,Unknown,Unknown,https://www.bloemfonteincourant.co.za/cut-students-take-first-place-at-hackathon/,E,Finals confirmed as upcoming/occurring in Johannesburg; results not located.,2026-08-26
E058,Limpopo Varsity Hackathon (LVH),Unknown,2025 (4th annual),2025,2025-10-10,2025-10-12,Mankweng/Polokwane,Limpopo,"University of Limpopo, VL Hall",Physical,"TUT Polokwane with University of Limpopo, UNIVEN",Unknown,mLab (participation per 2026 coverage),Hack4Mzansi (AI/IoT),Unknown,Unknown,3,Unknown,Unknown,https://www.tut.ac.za/newsroom/all-news/2025/innovation-takes-centre-stage-at-4th-annual-limpopo-varsity-hackathon.php,Unknown,Unknown,https://www.tut.ac.za/newsroom/all-news/2025/innovation-takes-centre-stage-at-4th-annual-limpopo-varsity-hackathon.php,C,,2026-08-26
E059,Limpopo Varsity Hackathon (LVH),Unknown,2026 (5th annual),2026,Unknown,Unknown,Unknown,Limpopo,Unknown,Physical,TUT/UL/UNIVEN consortium,Unknown,Unknown,Agriculture,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.tut.ac.za/newsroom/all-news/2025/innovation-takes-centre-stage-at-4th-annual-limpopo-varsity-hackathon.php,Unknown,Unknown,https://www.tut.ac.za/newsroom/all-news/2025/innovation-takes-centre-stage-at-4th-annual-limpopo-varsity-hackathon.php,E,Coverage of event existence; winners not located in accessed coverage.,2026-08-26
E060,Tshwane Varsity Hackathon (TVH),Unknown,2025 (7th annual),2025,2025-09 (three days),Unknown,Pretoria (+ TUT Polokwane participation),Gauteng; Limpopo,Unknown,Physical,TUT with City of Tshwane,Unknown,"MTN SA, IQ Business, AWS, Nelekat, RMCERI",Unknown,16 teams from TUT/UP/UNISA/SMU,Unknown,5 (top five),3,Unknown,https://www.tut.ac.za/newsroom/all-news/2025/ict-students-drive-tshwanes-digital-revolution.php,Unknown,Unknown,https://www.tut.ac.za/newsroom/all-news/2025/ict-students-drive-tshwanes-digital-revolution.php,C,"TVH 2025 (7th annual). Series evidence: 4th annual held 2022 with 110 hackers (TUT Faculty of ICT + AWS + City of Tshwane + AB4IR) → editions since 2019. 2025 partners: City of Tshwane, MTN SA, IQ Business, AWS, Nelekat; universities TUT/UP/UNISA/SMU; top-3 teams named as teams only.",2026-08-26
E061,CyberSecureTech Hackathon,Unknown,2025,2025,Unknown,Unknown,Thohoyandou,Limpopo,University of Venda,Physical,UNIVEN,Unknown,Adapt IT (mentorship),Cybersecurity,18 teams -> 11 finalists,Unknown,11,4,Unknown,https://www.univen.ac.za/news/cybersecure-tech-hackathon-2025-empowers-the-youth-to-safeguard-south-africas-digital-future/ ; https://www.univen.ac.za/news/univen-honours-top-innovators-at-cybersecuretech-hackathon-2025-prize-ceremony/,Unknown,Unknown,https://www.univen.ac.za/news/cybersecure-tech-hackathon-2025-empowers-the-youth-to-safeguard-south-africas-digital-future/ ; https://www.univen.ac.za/news/univen-honours-top-innovators-at-cybersecuretech-hackathon-2025-prize-ceremony/,C,Prize amounts and first-place team composition conflict between two UNIVEN articles (see contradiction log).,2026-08-26
E062,UCT Financial Innovation Hub x Interledger Foundation Hackathon,Unknown,2025,2025,2025-06-28,Unknown,Cape Town,Western Cape,Unknown,Physical,UCT Financial Innovation Hub,Unknown,Interledger Foundation,Fintech / Interledger Protocol,12 teams from 4 universities,Unknown,12,3,Unknown,https://interledger.org/news/uct-financial-innovation-hub-and-interledger-foundation-hackathon,Unknown,Unknown,https://interledger.org/news/uct-financial-innovation-hub-and-interledger-foundation-hackathon,B,,2026-08-26
E063,UCT Financial Innovation Hub x Interledger Hackathon,Unknown,2026,2026,2026-06 (week-long bootcamp),Unknown,Cape Town,Western Cape,Unknown,Physical,UCT Financial Innovation Hub,Unknown,Interledger Foundation,Financial inclusion,"8 students (UCT, Eduvos, SPU, UFS)",Unknown,Unknown,1 named team (3 members),Unknown,https://www.ewn.co.za/2026/06/28/uct-master-s-students-win-financial-innovation-hub-hackathon,Unknown,Unknown,https://www.ewn.co.za/2026/06/28/uct-master-s-students-win-financial-innovation-hub-hackathon,C,Only one member of winning team named in coverage.,2026-08-26
E064,UCT Surgical Society x Harvard HSIL Surgical Hackathon,Unknown,2025,2025,2025-04-11,2025-04-12,Cape Town,Western Cape,Unknown,Physical,UCT Surgical Society with Harvard Health Systems Innovation Lab; Global Surgery,Unknown,Unknown,AI for healthcare systems,Unknown,Unknown,Unknown,1 named team,Unknown,https://www.news.uct.ac.za/article/-2025-04-24-surgical-hackathon-team-devises-street-smart-solution,Unknown,Unknown,https://www.news.uct.ac.za/article/-2025-04-24-surgical-hackathon-team-devises-street-smart-solution,B,,2026-08-26
E065,Innovate Africa Fund Hackathon,Unknown,2025 (inaugural),2025,Unknown,Unknown,Unknown,Unknown,Unknown,Physical,Innovate Africa Fund (angel syndicate),Unknown,Unknown,Pan-African startups,10 teams from across Africa,Unknown,Unknown,1 named team,Unknown,https://techpoint.africa/feature/innovate-africa-fund-hackathon/,Unknown,Unknown,https://techpoint.africa/feature/innovate-africa-fund-hackathon/,C,Venue not stated in located coverage; winning team South African.,2026-08-26
E066,Hackathons for SA #GBV — Cape Town,Unknown,2020,2020,Unknown,Unknown,Cape Town,Western Cape,Unknown,Physical,Unknown,Silicon Cape (implementation partner),Unknown,Gender-based violence prevention,Unknown,Unknown,Unknown,1 named team,Unknown,https://www.quicket.co.za/events/94401-hackathons-for-sa-gbv-digital-solutions-for-real-world-challenges/,Unknown,Unknown,https://www.quicket.co.za/events/94401-hackathons-for-sa-gbv-digital-solutions-for-real-world-challenges/,C,,2026-08-26
E067,Township Tech Hackathon (CiTi),Unknown,2021,2021,Unknown,Unknown,Cape Town,Western Cape,Woodstock Bandwidth Barn (final),Hybrid,Cape Innovation and Technology Initiative (CiTi),Western Cape Department of Economic Development and Tourism,Unknown,Township tech,40 participants,Unknown,6,3,Unknown,https://www.itweb.co.za/article/township-tech-hackathon-stars-revealed/lwrKxv3KkVxvmg1o,Unknown,Unknown,https://www.itweb.co.za/article/township-tech-hackathon-stars-revealed/lwrKxv3KkVxvmg1o,C,,2026-08-26
E068,AB4IR Hackathon,Unknown,2021,2021,2021-04 (three days),Unknown,Tshwane,Gauteng,Tshwane South TVET College,Hybrid (reported as online event at TVET college venue),Africa Beyond 4IR (AB4IR),Unknown,Liquid Intelligent Technologies,Creative industries / township digital entrepreneurship,250 registrations; 20 selected,Unknown,20 participants,3,Unknown,https://www.itweb.co.za/article/township-tech-innovations-provide-real-world-solutions/lwrKxq3KaE1qmg1o,Unknown,Unknown,https://www.itweb.co.za/article/township-tech-innovations-provide-real-world-solutions/lwrKxq3KaE1qmg1o,C,,2026-08-26
E069,Eastern Cape Youth Digital Agrisec Hackathon,Unknown,2022,2022,Unknown,Unknown,Unknown,Eastern Cape,Unknown,Physical,PAICTA-linked programme,Unknown,Unknown,Agritech,Unknown,Unknown,Unknown,1 named team,Unknown,https://www.wsu.ac.za/index.php/media-center/latest-news/286-wsu-newsletter/406-wsu-its-students-headed-to-international-hackathon-2022,Unknown,Unknown,https://www.wsu.ac.za/index.php/media-center/latest-news/286-wsu-newsletter/406-wsu-its-students-headed-to-international-hackathon-2022,C,WSU Komani ITS students won; exact venue/date not captured.,2026-08-26
E070,PAICTA International Hackathon,Unknown,2022,2022,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Pan African ICT Association (PAICTA),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.wsu.ac.za/index.php/media-center/latest-news/286-wsu-newsletter/406-wsu-its-students-headed-to-international-hackathon-2022,Unknown,Unknown,https://www.wsu.ac.za/index.php/media-center/latest-news/286-wsu-newsletter/406-wsu-its-students-headed-to-international-hackathon-2022,D,SA participation verified (4 WSU students qualified); placement in international event not located.,2026-08-26
E071,DIRISA Student Datathon,Unknown,2022,2022,2022-11-26,2022-12-02,Pretoria,Gauteng,CSIR ICC,Physical,DIRISA (CSIR),Unknown,Unknown,Data science (social media data),10 teams,Unknown,Unknown,3 + special awards,Unknown,https://sdc.dirisa.ac.za/2022-datathon/,Unknown,Unknown,https://sdc.dirisa.ac.za/2022-datathon/,B,,2026-08-26
E072,DIRISA Student Datathon,Unknown,2023,2023,Unknown,2023-12-07 (awards),Skukuza (awards),Mpumalanga,"Nombolo Mdhli conference site, Skukuza Rest Camp (awards ceremony)",Physical,DIRISA (CSIR),Unknown,"Momentum, Spectra Logic, Korbicom Educational Trust",Data science (youth unemployment),Unknown,Unknown,Unknown,Named individual bursary winners + university teams,Unknown,https://www.dirisa.ac.za/2023-dirisa-student-datathon/ ; https://www.csir.co.za/dirisa-hosts-annual-student-datathon-challenge,Unknown,Unknown,https://www.dirisa.ac.za/2023-dirisa-student-datathon/ ; https://www.csir.co.za/dirisa-hosts-annual-student-datathon-challenge,B,Only the awards ceremony venue is Mpumalanga; competition phases held at institutions/online (not fully specified).,2026-08-26
E073,DIRISA Student Datathon — earlier editions,Unknown,2019-2021 (annual since 2019 — consolidated),2019-2021,Unknown,Unknown,Unknown,Unknown,Unknown,Physical,DIRISA (CSIR),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.csir.co.za/dirisa-hosts-annual-student-datathon-challenge,Unknown,Unknown,https://www.csir.co.za/dirisa-hosts-annual-student-datathon-challenge,E,Organiser states datathon 'successfully held since 2019'; per-year 2019-2021 results not located this pass.,2026-08-26
E074,IEB-TechWays National AI Hackathon,Unknown,2026,2026,Unknown,Unknown,Unknown,Unknown,Unknown,National (schools),IEB / TechWays,Unknown,Unknown,AI (schools),Unknown,Unknown,Unknown,7 school teams recognised,Unknown,https://iafrica.com/ai-joins-the-judging-panel-for-2026-ieb-techways-ai-hackathon-2026-winners-announced/,Unknown,Unknown,https://iafrica.com/ai-joins-the-judging-panel-for-2026-ieb-techways-ai-hackathon-2026-winners-announced/,C,Learner names not published; school teams recorded in unresolved identities.,2026-08-26
E075,South Africa Space Design Competition — national finals,Unknown,2026 (inaugural),2026,2026-03,Unknown,Cape Town,Western Cape,University of Cape Town,Physical,SA Space Design Competition (founded by Jagger Cooper-Doubell),Unknown,Unknown,Space engineering design sprint,109 learners from 9 schools,Unknown,Unknown,7 learners selected (Team ZA),Unknown,https://www.dailymaverick.co.za/article/2026-08-21-sa-high-schoolers-rocket-to-the-top-as-nasa-space-champions/ ; https://www.businesstechafrica.co.za/technology/2026/08/08/seven-south-african-high-school-learners-won-the-international-space-settlement-design-competition/,Unknown,Unknown,https://www.dailymaverick.co.za/article/2026-08-21-sa-high-schoolers-rocket-to-the-top-as-nasa-space-champions/ ; https://www.businesstechafrica.co.za/technology/2026/08/08/seven-south-african-high-school-learners-won-the-international-space-settlement-design-competition/,C,"Design-competition scope. Team ZA then won the International Space Settlement Design Competition global finals (Kennedy Space Center, 30 Jul–2 Aug 2026) — international outcome recorded in notes.",2026-08-26
E076,HackAtom South Africa (national round),Unknown,2026 (first SA round),2026,Unknown,Unknown,Durban,KwaZulu-Natal,Unknown,Physical,HackAtom international (Rosatom-linked programme),Unknown,Unknown,Energy / engineering,Unknown,Unknown,Unknown,1 named team,Unknown,https://techfinancials.co.za/2026/05/12/hackatom-final-university-of-zululand-team-to-represent-sa-in-russia/,Unknown,Unknown,https://techfinancials.co.za/2026/05/12/hackatom-final-university-of-zululand-team-to-represent-sa-in-russia/,C,International final held in Moscow (outside SA scope) — SA national round recorded.,2026-08-26
E077,Gauteng Department of e-Government Youth Tech Challenge,Unknown,2026,2026,Unknown,2026-07 (results announced),Unknown,Gauteng,Unknown,Physical,Gauteng Department of e-Government,Unknown,Unknown,AI for service delivery (youth),5 finalist district teams (10 learners each),Unknown,5,5,Unknown,https://www.citizen.co.za/krugersdorp-news/news-headlines/local-news/2026/07/14/fourth-place-for-west-rand-in-gautengs-biggest-youth-tech-challenge/,Unknown,Unknown,https://www.citizen.co.za/krugersdorp-news/news-headlines/local-news/2026/07/14/fourth-place-for-west-rand-in-gautengs-biggest-youth-tech-challenge/,C,Event name as described in coverage ('Gauteng's biggest youth tech challenge'); official programme name not confirmed.,2026-08-26
E078,Girls Game Jam (French Institute of South Africa),Unknown,2025,2025,Unknown,Unknown,Unknown,Unknown,Unknown,Physical,French Institute of South Africa,Unknown,Unknown,Game jam (women/girls),Unknown,Unknown,Unknown,1 named team,Unknown,https://frenchinstitute.org.za/arts-and-creative-industries/creative-industries/gaming/girls-game-jam-inspiring-the-next-generation-of-game-developers/,Unknown,Unknown,https://frenchinstitute.org.za/arts-and-creative-industries/creative-industries/gaming/girls-game-jam-inspiring-the-next-generation-of-game-developers/,C,Event city not stated in located coverage.,2026-08-26
E079,Global Game Jam — South African sites,Unknown,2020 (Vega Cape Town & Vega Johannesburg),2020,2020-01-31,2020-02-02,Cape Town; Johannesburg,Western Cape; Gauteng,Unknown,Physical,MakeGamesSA (community); Global Game Jam,Unknown,Unknown,Game jam,Unknown,Unknown,Unknown,Unknown,Unknown,https://makegamessa.com/discussion/5846/global-game-jam-2020-31-jan-2-feb-2020,Unknown,Unknown,https://makegamessa.com/discussion/5846/global-game-jam-2020-31-jan-2-feb-2020,D,GGJ has run SA sites across multiple years (community-coordinated); participant lists exist per site on globalgamejam.org — bulk extraction scheduled for next pass. Series row for 2020 sites; other years to be enumerated.,2026-08-26
E080,Cloud DevJam Hackathon (Zaio),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Online (international),Zaio (Cape Town),Unknown,Unknown,MERN stack coding gameshow,Unknown,Unknown,Unknown,top 10 incl. SA pair,Unknown,https://www.science.unizulu.ac.za/cs/category/news/page/2/,Unknown,Unknown,https://www.science.unizulu.ac.za/cs/category/news/page/2/,D,Date not stated in located coverage (UNIZULU news index). SA participants connected via organiser + participant SA locations.,2026-08-26
E081,VUT Hackathon,Unknown,2026,2026,Unknown,Unknown,Vanderbijlpark,Gauteng,Vaal University of Technology,Physical,VUT,Unknown,Unknown,Community problem-solving,Unknown,Unknown,Unknown,Unknown,Unknown,https://vut.ac.za/vut-hackathon-2026-turns-student-ideas-into-real-world-innovation/,Unknown,Unknown,https://vut.ac.za/vut-hackathon-2026-turns-student-ideas-into-real-world-innovation/,D,Winning team names not captured in accessed excerpt; regional follow-on at UFS QwaQwa campus.,2026-08-26
E082,IATF Healthcare Hackathon,Unknown,2025,2025,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Afrilabs + Afreximbank (at Intra-African Trade Fair 2025),Unknown,Unknown,Health,Unknown,Unknown,Unknown,1 named team,Unknown,https://www.towardshealthcare.com/news/iatf-2025-healthcare-hackathon-winners,Unknown,Unknown,https://www.towardshealthcare.com/news/iatf-2025-healthcare-hackathon-winners,D,Physical venue outside SA (IATF 2025). Included per online/hybrid rule: SA connection documented for winner Jamie Wyngaard (SA entrepreneur). Verify venue country before treating as SA-hosted.,2026-08-26
E083,ITWeb Security Summit Hackathon (#SS22Hack),Unknown,2022,2022,2022-06 (summit window),Unknown,Johannesburg,Gauteng,Sandton Convention Centre,Physical,ITWeb Security Summit,Geekulcha (chairperson: Tiyani Nghonyama) + ITWeb,"Snode Technologies, Telspace, Custodiet Advisory Services",Cybersecurity,Unknown,Unknown,Unknown,3 teams + CTF winner,Unknown,https://www.itweb.co.za/article/young-geeks-rise-to-defend-sa-from-id-fraud/WnpNgq21GZYMVrGd,Unknown,Unknown,https://www.itweb.co.za/article/young-geeks-rise-to-defend-sa-from-id-fraud/WnpNgq21GZYMVrGd,B,Series naming: #SS<year>Hack = Security Summit Hackathon (confirmed via organiser posts and #SS24HACK coverage). 2022 champion team from Sol Plaatje University (Northern Cape residents; event in JHB).,2026-08-26
E084,ITWeb Security Summit Hackathon (#SS23Hack),Unknown,2023,2023,2023-06-06,2023-06-07,Johannesburg,Gauteng,Sandton Convention Centre,Physical,ITWeb Security Summit,Geekulcha + ITWeb,"Snode, Startup Business Campus",Cybersecurity,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.itweb.co.za/event/itweb-security-summit-2023/hackathon/index.html ; https://www.itweb.co.za/article/ncape-developers-shine-at-security-summit-2024-hackathon/VgZey7JlkeyqdjX9,Unknown,Unknown,https://www.itweb.co.za/event/itweb-security-summit-2023/hackathon/index.html ; https://www.itweb.co.za/article/ncape-developers-shine-at-security-summit-2024-hackathon/VgZey7JlkeyqdjX9,D,Winner identity not located this pass; 2024 coverage states Northern Cape participants triumphed 'for a second consecutive year' (implies NC win in 2023 — see unresolved).,2026-08-26
E085,ITWeb Security Summit Hackathon (#SS24Hack),Unknown,2024,2024,Unknown,Unknown,Johannesburg,Gauteng,Unknown,Physical,ITWeb Security Summit,Geekulcha + ITWeb,"Snode, Telspace",Generation Hacker: GenZ vs GenAI,500+ registrations,57 participants (14 teams),Unknown,2 named teams + CTF + special,Unknown,https://www.itweb.co.za/article/ncape-developers-shine-at-security-summit-2024-hackathon/VgZey7JlkeyqdjX9,Unknown,Unknown,https://www.itweb.co.za/article/ncape-developers-shine-at-security-summit-2024-hackathon/VgZey7JlkeyqdjX9,B,Two conflicting CTF winner claims recorded (see contradiction log C08).,2026-08-26
E086,ITWeb Security Summit Hackathon (#SSHACK26),Unknown,2026,2026,Unknown,Unknown,Johannesburg,Gauteng,Unknown,Physical,ITWeb Security Summit,Geekulcha + ITWeb,"Snode, Subverted Academy",Cybersecurity,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.itweb.co.za/article/team-doria-wins-sshack26/4r1ly7R95KPvpmda,Unknown,Unknown,https://www.itweb.co.za/article/team-doria-wins-sshack26/4r1ly7R95KPvpmda,B,,2026-08-26
E087,ITWeb Security Summit Hackathon — Northern Cape edition (#SS25HACK),Unknown,2025,2025,Unknown,Unknown,Kimberley,Northern Cape,Sol Plaatje University (expected host venue),Physical,NC Dept of Economic Development & Tourism + Sol Plaatje University,"Geekulcha, CompTIA, Telspace Africa, Snode Technologies",Unknown,AI for cyber resilience,up to 50 participants (15 teams),Unknown,Unknown,Unknown,Unknown,https://www.itweb.co.za/article/security-hackathon-heads-to-kimberley/mQwkoM6Y6aE73r9A,Unknown,Unknown,https://www.itweb.co.za/article/security-hackathon-heads-to-kimberley/mQwkoM6Y6aE73r9A,E,First verified Northern-Cape-venue hackathon in this census.,2026-08-26
E088,GirlCodeHack,Unknown,2018 (5th annual),2018,2018-08-03,2018-08-05,Johannesburg,Gauteng,Unknown,Physical,GirlCode,Unknown,"Cisco, AWS, BoxFusion, LGIT Smart Solutions",Women in tech,Unknown,Unknown,Unknown,3 named teams,Unknown,https://www.geekyreality.com/blog/girlcodehack-the-largest-female-hackathon ; https://www.dvtsoftware.com/news-insights/insights/item/324-girlcode-hackathon-2018-report-back,Unknown,Unknown,https://www.geekyreality.com/blog/girlcodehack-the-largest-female-hackathon ; https://www.dvtsoftware.com/news-insights/insights/item/324-girlcode-hackathon-2018-report-back,C,,2026-08-26
E089,Discovery GradHack,Unknown,2019,2019,Unknown,Unknown,Unknown,Unknown,Unknown,Physical,Discovery,Unknown,Unknown,Health,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.linkedin.com/in/thabang-mabula/,Unknown,Unknown,https://www.linkedin.com/in/thabang-mabula/,C,Winner documented only via participant self-report on public LinkedIn profile (Medium confidence).,2026-08-26
E090,Discovery GradHack,Unknown,2022,2022,Unknown,Unknown,Unknown,Unknown,Unknown,Physical,Discovery,Unknown,Unknown,Emerging tech / insurance,Unknown,Unknown,Unknown,Unknown,Unknown,https://sit.uct.ac.za/articles/2021-06-17-team-wins-2022-discovery-gradhack,Unknown,Unknown,https://sit.uct.ac.za/articles/2021-06-17-team-wins-2022-discovery-gradhack,B,,2026-08-26
